UF;NOME DO MUNICÍPIO;country;population;ibgeID
RN;Rodolfo Fernandes;Brazil;4467;2411007
AC;Rodrigues Alves;Brazil;18930;1200427
RS;Rolador;Brazil;2323;4315958
PR;Rolândia;Brazil;66580;4122404
RS;Rolante;Brazil;21349;4316006
RO;Rolim de Moura;Brazil;55058;1100288
MG;Romaria;Brazil;3533;3156403
SC;Romelândia;Brazil;4786;4215208
PR;Roncador;Brazil;9849;4122503
RS;Ronda Alta;Brazil;10601;4316105
RS;Rondinha;Brazil;5130;4316204
MT;Rondolândia;Brazil;4001;5107578
PR;Rondon;Brazil;9579;4122602
PA;Rondon do Pará;Brazil;52357;1506187
MT;Rondonópolis;Brazil;232491;5107602
RS;Roque Gonzales;Brazil;6847;4316303
RR;Rorainópolis;Brazil;30163;1400472
SP;Rosana;Brazil;16643;3544251
MA;Rosário;Brazil;42740;2109601
MG;Rosário da Limeira;Brazil;4594;3156452
SE;Rosário do Catete;Brazil;10855;2806107
PR;Rosário do Ivaí;Brazil;4786;4122651
RS;Rosário do Sul;Brazil;39422;4316402
MT;Rosário Oeste;Brazil;17151;5107701
SP;Roseira;Brazil;10712;3544301
AL;Roteiro;Brazil;6664;2707800
MG;Rubelita;Brazil;5995;3156502
SP;Rubiácea;Brazil;3128;3544400
GO;Rubiataba;Brazil;19882;5218904
MG;Rubim;Brazil;10241;3156601
SP;Rubinéia;Brazil;3148;3544509
PA;Rurópolis;Brazil;50510;1506195
CE;Russas;Brazil;78194;2311801
RN;Ruy Barbosa;Brazil;3600;2411106
BA;Ruy Barbosa;Brazil;30814;2927200
MG;Sabará;Brazil;136344;3156700
PR;Sabáudia;Brazil;6827;4122701
SP;Sabino;Brazil;5590;3544608
MG;Sabinópolis;Brazil;15470;3156809
CE;Saboeiro;Brazil;15819;2311900
MG;Sacramento;Brazil;26185;3156908
RS;Sagrada Família;Brazil;2609;4316428
SP;Sagres;Brazil;2432;3544707
PE;Sairé;Brazil;9932;2612000
RS;Saldanha Marinho;Brazil;2650;4316436
SP;Sales;Brazil;6331;3544806
SP;Sales Oliveira;Brazil;11890;3544905
SP;Salesópolis;Brazil;17139;3545001
SC;Salete;Brazil;7642;4215307
PB;Salgadinho;Brazil;3885;2513000
PE;Salgadinho;Brazil;10919;2612109
SE;Salgado;Brazil;19998;2806206
PB;Salgado de São Félix;Brazil;12140;2513109
PR;Salgado Filho;Brazil;3580;4122800
PE;Salgueiro;Brazil;60930;2612208
MG;Salinas;Brazil;41527;3157005
BA;Salinas da Margarida;Brazil;15667;2927309
PA;Salinópolis;Brazil;40675;1506203
CE;Salitre;Brazil;16554;2311959
SP;Salmourão;Brazil;5300;3545100
PE;Saloá;Brazil;15843;2612307
SP;Saltinho;Brazil;8286;3545159
SC;Saltinho;Brazil;3781;4215356
SP;Salto;Brazil;118663;3545209
MG;Salto da Divisa;Brazil;7009;3157104
SP;Salto de Pirapora;Brazil;45422;3545308
MT;Salto do Céu;Brazil;3365;5107750
PR;Salto do Itararé;Brazil;4935;4122909
RS;Salto do Jacuí;Brazil;12449;4316451
PR;Salto do Lontra;Brazil;14785;4123006
SP;Salto Grande;Brazil;9331;3545407
SC;Salto Veloso;Brazil;4718;4215406
BA;Salvador;Brazil;2872347;2927408
RS;Salvador das Missões;Brazil;2733;4316477
RS;Salvador do Sul;Brazil;7799;4316501
PA;Salvaterra;Brazil;23752;1506302
MA;Sambaíba;Brazil;5671;2109700
TO;Sampaio;Brazil;4711;1718808
RS;Sananduva;Brazil;16270;4316600
GO;Sanclerlândia;Brazil;7637;5219001
TO;Sandolândia;Brazil;3375;1718840
SP;Sandovalina;Brazil;4302;3545506
SC;Sangão;Brazil;12678;4215455
PE;Sanharó;Brazil;26462;2612406
SP;Santa Adélia;Brazil;15480;3545605
SP;Santa Albertina;Brazil;6008;3545704
PR;Santa Amélia;Brazil;3324;4123105
BA;Santa Bárbara;Brazil;20791;2927507
MG;Santa Bárbara;Brazil;31324;3157203
GO;Santa Bárbara de Goiás;Brazil;6560;5219100
MG;Santa Bárbara do Leste;Brazil;8147;3157252
MG;Santa Bárbara do Monte Verde;Brazil;3150;3157278
PA;Santa Bárbara do Pará;Brazil;21079;1506351
RS;Santa Bárbara do Sul;Brazil;7994;4316709
MG;Santa Bárbara do Tugúrio;Brazil;4430;3157302
SP;Santa Bárbara d'Oeste;Brazil;193475;3545803
SP;Santa Branca;Brazil;14788;3546009
BA;Santa Brígida;Brazil;14213;2927606
MT;Santa Carmem;Brazil;4525;5107248
PB;Santa Cecília;Brazil;6558;2513158
SC;Santa Cecília;Brazil;16830;4215505
PR;Santa Cecília do Pavão;Brazil;3334;4123204
RS;Santa Cecília do Sul;Brazil;1639;4316733
RS;Santa Clara do Sul;Brazil;6603;4316758
SP;Santa Clara d'Oeste;Brazil;2115;3546108
RN;Santa Cruz;Brazil;39674;2411205
PB;Santa Cruz;Brazil;6583;2513208
PE;Santa Cruz;Brazil;15398;2612455
BA;Santa Cruz Cabrália;Brazil;27778;2927705
PE;Santa Cruz da Baixa Verde;Brazil;12592;2612471
SP;Santa Cruz da Conceição;Brazil;4503;3546207
SP;Santa Cruz da Esperança;Brazil;2139;3546256
BA;Santa Cruz da Vitória;Brazil;6315;2927804
SP;Santa Cruz das Palmeiras;Brazil;34361;3546306
GO;Santa Cruz de Goiás;Brazil;2855;5219209
MG;Santa Cruz de Minas;Brazil;8604;3157336
PR;Santa Cruz de Monte Castelo;Brazil;7800;4123303
MG;Santa Cruz de Salinas;Brazil;4142;3157377
PA;Santa Cruz do Arari;Brazil;10128;1506401
PE;Santa Cruz do Capibaribe;Brazil;107937;2612505
MG;Santa Cruz do Escalvado;Brazil;4758;3157401
PI;Santa Cruz do Piauí;Brazil;6240;2209104
SP;Santa Cruz do Rio Pardo;Brazil;47673;3546405
RS;Santa Cruz do Sul;Brazil;130416;4316808
MT;Santa Cruz do Xingu;Brazil;2564;5107743
PI;Santa Cruz dos Milagres;Brazil;4019;2209153
MG;Santa Efigênia de Minas;Brazil;4409;3157500
SP;Santa Ernestina;Brazil;5599;3546504
PR;Santa Fé;Brazil;12037;4123402
GO;Santa Fé de Goiás;Brazil;5459;5219258
MG;Santa Fé de Minas;Brazil;3846;3157609
TO;Santa Fé do Araguaia;Brazil;7512;1718865
SP;Santa Fé do Sul;Brazil;32322;3546603
PI;Santa Filomena;Brazil;6253;2209203
PE;Santa Filomena;Brazil;14477;2612554
MA;Santa Filomena do Maranhão;Brazil;7773;2109759
SP;Santa Gertrudes;Brazil;26898;3546702
MA;Santa Helena;Brazil;42130;2109809
PB;Santa Helena;Brazil;5889;2513307
PR;Santa Helena;Brazil;26490;4123501
SC;Santa Helena;Brazil;2223;4215554
GO;Santa Helena de Goiás;Brazil;38648;5219308
MG;Santa Helena de Minas;Brazil;6366;3157658
MA;Santa Inês;Brazil;89044;2109908
PB;Santa Inês;Brazil;3595;2513356
BA;Santa Inês;Brazil;10631;2927903
PR;Santa Inês;Brazil;1596;4123600
SP;Santa Isabel;Brazil;57386;3546801
GO;Santa Isabel;Brazil;3809;5219357
PR;Santa Isabel do Ivaí;Brazil;8562;4123709
AM;Santa Isabel do Rio Negro;Brazil;25156;1303601
PR;Santa Izabel do Oeste;Brazil;14659;4123808
PA;Santa Izabel do Pará;Brazil;70801;1506500
MG;Santa Juliana;Brazil;14003;3157708
ES;Santa Leopoldina;Brazil;12224;3204500
SP;Santa Lúcia;Brazil;8817;3546900
PR;Santa Lúcia;Brazil;3813;4123824
PI;Santa Luz;Brazil;5860;2209302
MA;Santa Luzia;Brazil;72667;2110005
PB;Santa Luzia;Brazil;15382;2513406
BA;Santa Luzia;Brazil;12597;2928059
MG;Santa Luzia;Brazil;219134;3157807
SE;Santa Luzia do Itanhy;Brazil;14035;2806305
AL;Santa Luzia do Norte;Brazil;7296;2707909
PA;Santa Luzia do Pará;Brazil;19848;1506559
MA;Santa Luzia do Paruá;Brazil;25254;2110039
RO;Santa Luzia D'Oeste;Brazil;6495;1100296
MG;Santa Margarida;Brazil;16208;3157906
RS;Santa Margarida do Sul;Brazil;2562;4316972
RN;Santa Maria;Brazil;5551;2409332
RS;Santa Maria;Brazil;282123;4316907
PE;Santa Maria da Boa Vista;Brazil;41931;2612604
SP;Santa Maria da Serra;Brazil;6173;3547007
BA;Santa Maria da Vitória;Brazil;39845;2928109
PA;Santa Maria das Barreiras;Brazil;21449;1506583
MG;Santa Maria de Itabira;Brazil;10847;3158003
ES;Santa Maria de Jetibá;Brazil;40431;3204559
PE;Santa Maria do Cambucá;Brazil;14137;2612703
RS;Santa Maria do Herval;Brazil;6331;4316956
PR;Santa Maria do Oeste;Brazil;9615;4123857
PA;Santa Maria do Pará;Brazil;24861;1506609
MG;Santa Maria do Salto;Brazil;5232;3158102
MG;Santa Maria do Suaçuí;Brazil;14615;3158201
TO;Santa Maria do Tocantins;Brazil;3434;1718881
RJ;Santa Maria Madalena;Brazil;10404;3304607
PR;Santa Mariana;Brazil;11724;4123907
SP;Santa Mercedes;Brazil;2939;3547106
PR;Santa Mônica;Brazil;3981;4123956
CE;Santa Quitéria;Brazil;43703;2312205
MA;Santa Quitéria do Maranhão;Brazil;25642;2110104
MA;Santa Rita;Brazil;37855;2110203
PB;Santa Rita;Brazil;136586;2513703
MG;Santa Rita de Caldas;Brazil;8949;3159209
BA;Santa Rita de Cássia;Brazil;28338;2928406
MG;Santa Rita de Ibitipoca;Brazil;3425;3159407
MG;Santa Rita de Jacutinga;Brazil;4884;3159308
MG;Santa Rita de Minas;Brazil;7212;3159357
GO;Santa Rita do Araguaia;Brazil;8756;5219407
MG;Santa Rita do Itueto;Brazil;5489;3159506
GO;Santa Rita do Novo Destino;Brazil;3343;5219456
MS;Santa Rita do Pardo;Brazil;7851;5007554
SP;Santa Rita do Passa Quatro;Brazil;27557;3547502
MG;Santa Rita do Sapucaí;Brazil;43260;3159605
TO;Santa Rita do Tocantins;Brazil;2365;1718899
MT;Santa Rita do Trivelato;Brazil;3429;5107768
SP;Santa Rita d'Oeste;Brazil;2498;3547403
RS;Santa Rosa;Brazil;73254;4317202
MG;Santa Rosa da Serra;Brazil;3350;3159704
GO;Santa Rosa de Goiás;Brazil;2319;5219506
SE;Santa Rosa de Lima;Brazil;3913;2806503
SC;Santa Rosa de Lima;Brazil;2142;4215604
SP;Santa Rosa de Viterbo;Brazil;26540;3547601
PI;Santa Rosa do Piauí;Brazil;5257;2209377
AC;Santa Rosa do Purus;Brazil;6540;1200435
SC;Santa Rosa do Sul;Brazil;8358;4215653
TO;Santa Rosa do Tocantins;Brazil;4829;1718907
SP;Santa Salete;Brazil;1545;3547650
ES;Santa Teresa;Brazil;23590;3204609
PB;Santa Teresinha;Brazil;4573;2513802
BA;Santa Teresinha;Brazil;10405;2928505
RS;Santa Tereza;Brazil;1729;4317251
GO;Santa Tereza de Goiás;Brazil;3355;5219605
PR;Santa Tereza do Oeste;Brazil;10139;4124020
TO;Santa Tereza do Tocantins;Brazil;2866;1719004
PE;Santa Terezinha;Brazil;11815;2612802
SC;Santa Terezinha;Brazil;8787;4215679
MT;Santa Terezinha;Brazil;8371;5107776
GO;Santa Terezinha de Goiás;Brazil;8744;5219704
PR;Santa Terezinha de Itaipu;Brazil;23465;4124053
SC;Santa Terezinha do Progresso;Brazil;2428;4215687
TO;Santa Terezinha do Tocantins;Brazil;2529;1720002
MG;Santa Vitória;Brazil;19742;3159803
RS;Santa Vitória do Palmar;Brazil;29676;4317301
BA;Santaluz;Brazil;37348;2928000
AP;Santana;Brazil;121364;1600600
BA;Santana;Brazil;26614;2928208
RS;Santana da Boa Vista;Brazil;8098;4317004
SP;Santana da Ponte Pensa;Brazil;1487;3547205
MG;Santana da Vargem;Brazil;7100;3158300
MG;Santana de Cataguases;Brazil;3872;3158409
PB;Santana de Mangueira;Brazil;5162;2513505
SP;Santana de Parnaíba;Brazil;139447;3547304
MG;Santana de Pirapama;Brazil;7642;3158508
CE;Santana do Acaraú;Brazil;32452;2312007
PA;Santana do Araguaia;Brazil;72817;1506708
CE;Santana do Cariri;Brazil;17700;2312106
MG;Santana do Deserto;Brazil;3976;3158607
MG;Santana do Garambéu;Brazil;2458;3158706
AL;Santana do Ipanema;Brazil;47654;2708006
PR;Santana do Itararé;Brazil;4992;4124004
MG;Santana do Jacaré;Brazil;4821;3158805
RS;Sant'Ana do Livramento;Brazil;77027;4317103
MG;Santana do Manhuaçu;Brazil;8674;3158904
MA;Santana do Maranhão;Brazil;13386;2110237
RN;Santana do Matos;Brazil;12791;2411403
AL;Santana do Mundaú;Brazil;10740;2708105
MG;Santana do Paraíso;Brazil;34663;3158953
PI;Santana do Piauí;Brazil;4634;2209351
MG;Santana do Riacho;Brazil;4295;3159001
SE;Santana do São Francisco;Brazil;7780;2806404
RN;Santana do Seridó;Brazil;2680;2411429
PB;Santana dos Garrotes;Brazil;7031;2513604
MG;Santana dos Montes;Brazil;3777;3159100
BA;Santanópolis;Brazil;8943;2928307
PA;Santarém;Brazil;304589;1506807
PA;Santarém Novo;Brazil;6709;1506906
RS;Santiago;Brazil;49425;4317400
SC;Santiago do Sul;Brazil;1260;4215695
MT;Santo Afonso;Brazil;3146;5107263
BA;Santo Amaro;Brazil;60069;2928604
SC;Santo Amaro da Imperatriz;Brazil;23245;4215703
SE;Santo Amaro das Brotas;Brazil;12102;2806602
MA;Santo Amaro do Maranhão;Brazil;15846;2110278
SP;Santo Anastácio;Brazil;20878;3547700
PB;Santo André;Brazil;2521;2513851
SP;Santo André;Brazil;718773;3547809
RS;Santo Ângelo;Brazil;77593;4317509
RN;Santo Antônio;Brazil;24136;2411502
SP;Santo Antônio da Alegria;Brazil;6929;3547908
GO;Santo Antônio da Barra;Brazil;4821;5219712
RS;Santo Antônio da Patrulha;Brazil;42894;4317608
PR;Santo Antônio da Platina;Brazil;45993;4124103
RS;Santo Antônio das Missões;Brazil;10175;4317707
GO;Santo Antônio de Goiás;Brazil;6283;5219738
BA;Santo Antônio de Jesus;Brazil;101512;2928703
PI;Santo Antônio de Lisboa;Brazil;6415;2209401
RJ;Santo Antônio de Pádua;Brazil;42479;3304706
SP;Santo Antônio de Posse;Brazil;23310;3548005
MG;Santo Antônio do Amparo;Brazil;18525;3159902
SP;Santo Antônio do Aracanguá;Brazil;8420;3548054
MG;Santo Antônio do Aventureiro;Brazil;3602;3160009
PR;Santo Antônio do Caiuá;Brazil;2641;4124202
GO;Santo Antônio do Descoberto;Brazil;74744;5219753
MG;Santo Antônio do Grama;Brazil;3911;3160108
AM;Santo Antônio do Içá;Brazil;21602;1303700
MG;Santo Antônio do Itambé;Brazil;3838;3160207
MG;Santo Antônio do Jacinto;Brazil;11640;3160306
SP;Santo Antônio do Jardim;Brazil;5954;3548104
MT;Santo Antônio do Leste;Brazil;5174;5107792
MT;Santo Antônio do Leverger;Brazil;16628;5107800
MG;Santo Antônio do Monte;Brazil;28243;3160405
RS;Santo Antônio do Palma;Brazil;2128;4317558
PR;Santo Antônio do Paraíso;Brazil;2106;4124301
SP;Santo Antônio do Pinhal;Brazil;6811;3548203
RS;Santo Antônio do Planalto;Brazil;2019;4317756
MG;Santo Antônio do Retiro;Brazil;7277;3160454
MG;Santo Antônio do Rio Abaixo;Brazil;1765;3160504
PR;Santo Antônio do Sudoeste;Brazil;20166;4124400
PA;Santo Antônio do Tauá;Brazil;31482;1507003
MA;Santo Antônio dos Lopes;Brazil;14528;2110302
PI;Santo Antônio dos Milagres;Brazil;2161;2209450
RS;Santo Augusto;Brazil;13885;4317806
RS;Santo Cristo;Brazil;14257;4317905
BA;Santo Estêvão;Brazil;52850;2928802
SP;Santo Expedito;Brazil;3111;3548302
RS;Santo Expedito do Sul;Brazil;2324;4317954
MG;Santo Hipólito;Brazil;3087;3160603
PR;Santo Inácio;Brazil;5438;4124509
PI;Santo Inácio do Piauí;Brazil;3798;2209500
SP;Santópolis do Aguapeí;Brazil;4777;3548401
SP;Santos;Brazil;433311;3548500
MG;Santos Dumont;Brazil;46487;3160702
CE;São Benedito;Brazil;47903;2312304
MA;São Benedito do Rio Preto;Brazil;18663;2110401
PE;São Benedito do Sul;Brazil;15895;2612901
PB;São Bentinho;Brazil;4529;2513927
MA;São Bento;Brazil;45211;2110500
PB;São Bento;Brazil;34031;2513901
MG;São Bento Abade;Brazil;5286;3160801
RN;São Bento do Norte;Brazil;2747;2411601
SP;São Bento do Sapucaí;Brazil;10878;3548609
SC;São Bento do Sul;Brazil;84507;4215802
TO;São Bento do Tocantins;Brazil;5324;1720101
RN;São Bento do Trairí;Brazil;4449;2411700
PE;São Bento do Una;Brazil;59504;2613008
SC;São Bernardino;Brazil;2336;4215752
MA;São Bernardo;Brazil;28507;2110609
SP;São Bernardo do Campo;Brazil;838936;3548708
SC;São Bonifácio;Brazil;2838;4215901
RS;São Borja;Brazil;60282;4318002
AL;São Brás;Brazil;6961;2708204
MG;São Brás do Suaçuí;Brazil;3738;3160900
PI;São Braz do Piauí;Brazil;4448;2209559
PA;São Caetano de Odivelas;Brazil;18050;1507102
SP;São Caetano do Sul;Brazil;161127;3548807
PE;São Caitano;Brazil;37245;2613107
SP;São Carlos;Brazil;251983;3548906
SC;São Carlos;Brazil;11281;4216008
PR;São Carlos do Ivaí;Brazil;6878;4124608
SE;São Cristóvão;Brazil;90072;2806701
SC;São Cristovão do Sul;Brazil;5549;4216057
BA;São Desidério;Brazil;33742;2928901
PB;São Domingos;Brazil;3073;2513968
SE;São Domingos;Brazil;11137;2806800
BA;São Domingos;Brazil;9058;2928950
SC;São Domingos;Brazil;9445;4216107
GO;São Domingos;Brazil;12949;5219803
MG;São Domingos das Dores;Brazil;5644;3160959
PA;São Domingos do Araguaia;Brazil;25557;1507151
MA;São Domingos do Azeitão;Brazil;7392;2110658
PA;São Domingos do Capim;Brazil;31989;1507201
PB;São Domingos do Cariri;Brazil;2615;2513943
MA;São Domingos do Maranhão;Brazil;34376;2110708
ES;São Domingos do Norte;Brazil;8638;3204658
MG;São Domingos do Prata;Brazil;17359;3161007
RS;São Domingos do Sul;Brazil;3074;4318051
BA;São Felipe;Brazil;21074;2929107
RO;São Felipe D'Oeste;Brazil;5172;1101484
BA;São Félix;Brazil;14740;2929008
MA;São Félix de Balsas;Brazil;4585;2110807
MG;São Félix de Minas;Brazil;3369;3161056
MT;São Félix do Araguaia;Brazil;11708;5107859
BA;São Félix do Coribe;Brazil;15391;2929057
PI;São Félix do Piauí;Brazil;2942;2209609
TO;São Félix do Tocantins;Brazil;1585;1720150
PA;São Félix do Xingu;Brazil;128481;1507300
RN;São Fernando;Brazil;3584;2411809
RJ;São Fidélis;Brazil;38669;3304805
PB;São Francisco;Brazil;3392;2513984
SE;São Francisco;Brazil;3724;2806909
MG;São Francisco;Brazil;56323;3161106
SP;São Francisco;Brazil;2821;3549003
RS;São Francisco de Assis;Brazil;18335;4318101
PI;São Francisco de Assis do Piauí;Brazil;5755;2209658
GO;São Francisco de Goiás;Brazil;6264;5219902
RJ;São Francisco de Itabapoana;Brazil;42205;3304755
MG;São Francisco de Paula;Brazil;6527;3161205
RS;São Francisco de Paula;Brazil;21710;4318200
MG;São Francisco de Sales;Brazil;6238;3161304
MA;São Francisco do Brejão;Brazil;11798;2110856
BA;São Francisco do Conde;Brazil;39802;2929206
MG;São Francisco do Glória;Brazil;4844;3161403
RO;São Francisco do Guaporé;Brazil;20266;1101492
MA;São Francisco do Maranhão;Brazil;12210;2110906
RN;São Francisco do Oeste;Brazil;4228;2411908
PA;São Francisco do Pará;Brazil;15882;1507409
PI;São Francisco do Piauí;Brazil;6423;2209708
SC;São Francisco do Sul;Brazil;52721;4216206
BA;São Gabriel;Brazil;18793;2929255
RS;São Gabriel;Brazil;62105;4318309
AM;São Gabriel da Cachoeira;Brazil;45564;1303809
ES;São Gabriel da Palha;Brazil;37947;3204708
MS;São Gabriel do Oeste;Brazil;26771;5007695
MG;São Geraldo;Brazil;12366;3161502
MG;São Geraldo da Piedade;Brazil;3962;3161601
PA;São Geraldo do Araguaia;Brazil;24847;1507458
MG;São Geraldo do Baixio;Brazil;4012;3161650
RJ;São Gonçalo;Brazil;1084839;3304904
MG;São Gonçalo do Abaeté;Brazil;8389;3161700
CE;São Gonçalo do Amarante;Brazil;48422;2312403
RN;São Gonçalo do Amarante;Brazil;102400;2412005
PI;São Gonçalo do Gurguéia;Brazil;3041;2209757
MG;São Gonçalo do Pará;Brazil;12411;3161809
PI;São Gonçalo do Piauí;Brazil;5015;2209807
MG;São Gonçalo do Rio Abaixo;Brazil;10920;3161908
MG;São Gonçalo do Rio Preto;Brazil;3167;3125507
MG;São Gonçalo do Sapucaí;Brazil;25449;3162005
BA;São Gonçalo dos Campos;Brazil;37550;2929305
MG;São Gotardo;Brazil;35469;3162104
RS;São Jerônimo;Brazil;24248;4318408
PR;São Jerônimo da Serra;Brazil;11170;4124707
PE;São João;Brazil;22793;2613206
PR;São João;Brazil;10241;4124806
MA;São João Batista;Brazil;20665;2111003
SC;São João Batista;Brazil;37424;4216305
MG;São João Batista do Glória;Brazil;7453;3162203
RR;São João da Baliza;Brazil;8201;1400506
RJ;São João da Barra;Brazil;36102;3305000
SP;São João da Boa Vista;Brazil;91211;3549102
PI;São João da Canabrava;Brazil;4608;2209856
PI;São João da Fronteira;Brazil;6042;2209872
MG;São João da Lagoa;Brazil;4915;3162252
MG;São João da Mata;Brazil;2749;3162302
GO;São João da Paraúna;Brazil;1381;5220058
PA;São João da Ponta;Brazil;6139;1507466
MG;São João da Ponte;Brazil;25165;3162401
PI;São João da Serra;Brazil;6139;2209906
RS;São João da Urtiga;Brazil;4657;4318424
PI;São João da Varjota;Brazil;4840;2209955
GO;São João d'Aliança;Brazil;13740;5220009
SP;São João das Duas Pontes;Brazil;2568;3549201
MG;São João das Missões;Brazil;13014;3162450
SP;São João de Iracema;Brazil;1922;3549250
RJ;São João de Meriti;Brazil;472406;3305109
PA;São João de Pirabas;Brazil;23045;1507474
MG;São João del Rei;Brazil;90082;3162500
PA;São João do Araguaia;Brazil;13996;1507508
PI;São João do Arraial;Brazil;7989;2209971
PR;São João do Caiuá;Brazil;5855;4124905
PB;São João do Cariri;Brazil;4199;2514008
MA;São João do Carú;Brazil;15808;2111029
SC;São João do Itaperiú;Brazil;3733;4216354
PR;São João do Ivaí;Brazil;10219;4125001
CE;São João do Jaguaribe;Brazil;7645;2312502
MG;São João do Manhuaçu;Brazil;11559;3162559
MG;São João do Manteninha;Brazil;5859;3162575
SC;São João do Oeste;Brazil;6381;4216255
MG;São João do Oriente;Brazil;7498;3162609
MG;São João do Pacuí;Brazil;4419;3162658
MA;São João do Paraíso;Brazil;11177;2111052
MG;São João do Paraíso;Brazil;23618;3162708
SP;São João do Pau d'Alho;Brazil;2105;3549300
PI;São João do Piauí;Brazil;20601;2210003
RS;São João do Polêsine;Brazil;2552;4318432
PB;São João do Rio do Peixe;Brazil;18034;2500700
RN;São João do Sabugi;Brazil;6193;2412104
MA;São João do Soter;Brazil;18543;2111078
SC;São João do Sul;Brazil;7297;4216404
PB;São João do Tigre;Brazil;4422;2514107
PR;São João do Triunfo;Brazil;15120;4125100
MA;São João dos Patos;Brazil;25929;2111102
MG;São João Evangelista;Brazil;15774;3162807
MG;São João Nepomuceno;Brazil;26361;3162906
SC;São Joaquim;Brazil;26952;4216503
SP;São Joaquim da Barra;Brazil;51888;3549409
MG;São Joaquim de Bicas;Brazil;31578;3162922
PE;São Joaquim do Monte;Brazil;21356;2613305
RS;São Jorge;Brazil;2824;4318440
PR;São Jorge do Ivaí;Brazil;5551;4125308
PR;São Jorge do Patrocínio;Brazil;5641;4125357
PR;São Jorge d'Oeste;Brazil;9050;4125209
SC;São José;Brazil;246586;4216602
MG;São José da Barra;Brazil;7426;3162948
SP;São José da Bela Vista;Brazil;8928;3549508
PR;São José da Boa Vista;Brazil;6206;4125407
PE;São José da Coroa Grande;Brazil;21298;2613404
PB;São José da Lagoa Tapada;Brazil;7630;2514206
AL;São José da Laje;Brazil;23927;2708303
MG;São José da Lapa;Brazil;23766;3162955
MG;São José da Safira;Brazil;4268;3163003
AL;São José da Tapera;Brazil;32260;2708402
MG;São José da Varginha;Brazil;5004;3163102
BA;São José da Vitória;Brazil;5657;2929354
RS;São José das Missões;Brazil;2537;4318457
PR;São José das Palmeiras;Brazil;3654;4125456
PB;São José de Caiana;Brazil;6359;2514305
PB;São José de Espinharas;Brazil;4682;2514404
RN;São José de Mipibu;Brazil;43899;2412203
PB;São José de Piranhas;Brazil;20251;2514503
PB;São José de Princesa;Brazil;4003;2514552
MA;São José de Ribamar;Brazil;177687;2111201
RJ;São José de Ubá;Brazil;7171;3305133
MG;São José do Alegre;Brazil;4196;3163201
SP;São José do Barreiro;Brazil;4147;3549607
PE;São José do Belmonte;Brazil;33959;2613503
PB;São José do Bonfim;Brazil;3557;2514602
PB;São José do Brejo do Cruz;Brazil;1801;2514651
ES;São José do Calçado;Brazil;10556;3204807
RN;São José do Campestre;Brazil;12856;2412302
SC;São José do Cedro;Brazil;13829;4216701
SC;São José do Cerrito;Brazil;8295;4216800
PI;São José do Divino;Brazil;5346;2210052
MG;São José do Divino;Brazil;3860;3163300
PE;São José do Egito;Brazil;33951;2613602
MG;São José do Goiabal;Brazil;5420;3163409
RS;São José do Herval;Brazil;1971;4318465
RS;São José do Hortêncio;Brazil;4804;4318481
RS;São José do Inhacorá;Brazil;2073;4318499
BA;São José do Jacuípe;Brazil;10462;2929370
MG;São José do Jacuri;Brazil;6453;3163508
MG;São José do Mantimento;Brazil;2791;3163607
RS;São José do Norte;Brazil;27568;4318507
RS;São José do Ouro;Brazil;6933;4318606
PI;São José do Peixe;Brazil;3745;2210102
PI;São José do Piauí;Brazil;6705;2210201
MT;São José do Povo;Brazil;4063;5107297
MT;São José do Rio Claro;Brazil;20664;5107305
SP;São José do Rio Pardo;Brazil;54946;3549706
SP;São José do Rio Preto;Brazil;460671;3549805
PB;São José do Sabugi;Brazil;4141;2514701
RN;São José do Seridó;Brazil;4634;2412401
RS;São José do Sul;Brazil;2408;4318614
RJ;São José do Vale do Rio Preto;Brazil;21795;3305158
MT;São José do Xingu;Brazil;5595;5107354
RS;São José dos Ausentes;Brazil;3527;4318622
MA;São José dos Basílios;Brazil;7641;2111250
SP;São José dos Campos;Brazil;721944;3549904
PB;São José dos Cordeiros;Brazil;3628;2514800
PR;São José dos Pinhais;Brazil;323340;4125506
MT;São José dos Quatro Marcos;Brazil;18906;5107107
PB;São José dos Ramos;Brazil;5957;2514453
PI;São Julião;Brazil;6363;2210300
RS;São Leopoldo;Brazil;236835;4318705
MG;São Lourenço;Brazil;45851;3163706
PE;São Lourenço da Mata;Brazil;113230;2613701
SP;São Lourenço da Serra;Brazil;15825;3549953
SC;São Lourenço do Oeste;Brazil;24076;4216909
PI;São Lourenço do Piauí;Brazil;4573;2210359
RS;São Lourenço do Sul;Brazil;43582;4318804
SC;São Ludgero;Brazil;13410;4217006
MA;São Luís;Brazil;1101884;2111300
GO;São Luís de Montes Belos;Brazil;33817;5220108
CE;São Luís do Curu;Brazil;13000;2312601
SP;São Luís do Paraitinga;Brazil;10687;3550001
PI;São Luis do Piauí;Brazil;2644;2210375
AL;São Luís do Quitunde;Brazil;34555;2708501
MA;São Luís Gonzaga do Maranhão;Brazil;18856;2111409
RR;São Luiz;Brazil;7986;1400605
GO;São Luiz do Norte;Brazil;5167;5220157
RS;São Luiz Gonzaga;Brazil;33468;4318903
PB;São Mamede;Brazil;7724;2514909
PR;São Manoel do Paraná;Brazil;2160;4125555
SP;São Manuel;Brazil;40954;3550100
RS;São Marcos;Brazil;21556;4319000
SC;São Martinho;Brazil;3180;4217105
RS;São Martinho;Brazil;5426;4319109
